FrameNumber,FrametimeMs,ImageIndex,PresentMode
245,4.16576,0,2
246,4.16023,2,2
247,4.17952,1,2
248,4.1626,0,2
249,4.15917,2,2
250,4.18105,1,2
251,4.15205,0,2
252,4.1708,2,2
253,4.17444,1,2
254,4.1612,0,2
255,4.19821,2,2
256,4.2221,1,2
257,4.06978,0,2
258,4.18097,2,2
259,4.21778,1,2
260,4.16405,0,2
261,4.12469,2,2
262,4.20453,1,2
263,4.16909,0,2
264,4.12029,2,2
265,4.26626,1,2
266,4.05848,0,2
267,4.17331,2,2
268,4.22102,1,2
269,4.17207,0,2
270,4.10277,2,2
271,4.16852,1,2
272,4.17795,0,2
273,4.14753,2,2
274,4.16253,1,2
275,4.17785,0,2
276,4.16295,2,2
277,4.20851,1,2
278,4.12768,0,2
279,4.16573,2,2
280,4.16335,1,2
281,4.23776,0,2
282,4.13345,2,2
283,4.18251,1,2
284,4.11964,0,2
285,4.1781,2,2
286,4.15287,1,2
287,4.22407,0,2
288,4.10995,2,2
289,4.22614,1,2
290,4.17932,0,2
291,4.10243,2,2
292,4.16552,1,2
293,4.16883,0,2
294,4.17117,2,2
295,4.22536,1,2
296,4.11961,0,2
297,4.25741,2,2
298,4.05356,1,2
299,4.29893,0,2
300,4.10977,2,2
301,4.11089,1,2
302,4.24251,0,2
303,4.07309,2,2
304,4.16964,1,2
305,4.2219,0,2
306,4.10498,2,2
307,4.17752,1,2
308,4.16843,0,2
309,4.19878,2,2
310,4.18529,1,2
311,4.17514,0,2
312,4.14657,2,2
313,4.14094,1,2
314,4.13703,0,2
315,4.20535,2,2
316,4.13544,1,2
317,4.22557,0,2
318,4.17212,2,2
319,4.1109,1,2
320,4.1805,0,2
321,4.14737,2,2
322,4.18187,1,2
323,4.18786,0,2
324,4.19684,2,2
325,4.13041,1,2
326,4.15451,0,2
327,4.16034,2,2
328,4.16665,1,2
329,4.16535,0,2
330,4.23259,2,2
331,4.11531,1,2
332,4.16755,0,2
333,4.15435,2,2
334,4.17077,1,2
335,4.17233,0,2
336,4.22414,2,2
337,4.09605,1,2
338,4.18813,0,2
339,4.15244,2,2
340,4.17482,1,2
341,4.16331,0,2
342,4.18161,2,2
343,4.15748,1,2
344,4.16868,0,2
345,4.16278,2,2
346,4.17175,1,2
347,4.16647,0,2
348,4.18855,2,2
349,4.16322,1,2
350,4.20026,0,2
351,4.11434,2,2
352,4.17877,1,2
353,4.16566,0,2
354,4.16195,2,2
355,4.1878,1,2
356,4.14382,0,2
357,4.16907,2,2
358,4.16641,1,2
359,4.16173,0,2
360,4.18639,2,2
361,4.15122,1,2
362,4.18528,0,2
363,4.19087,2,2
364,4.15154,1,2
365,4.1352,0,2
366,4.17844,2,2
367,4.17131,1,2
368,4.16345,0,2
369,4.16728,2,2
370,4.17046,1,2
371,4.16398,0,2
372,4.17248,2,2
373,4.14216,1,2
374,4.17389,0,2
375,4.1634,2,2
376,4.17065,1,2
377,4.2104,0,2
378,4.18616,2,2
379,4.12799,1,2
380,4.15099,0,2
381,4.16417,2,2
382,4.17163,1,2
383,4.16865,0,2
384,4.1615,2,2
385,4.16803,1,2
386,4.18032,0,2
387,4.16427,2,2
388,4.14863,1,2
389,4.20367,0,2
390,4.2037,2,2
391,4.11152,1,2
392,4.17612,0,2
393,4.14721,2,2
394,4.1652,1,2
395,4.17349,0,2
396,4.16884,2,2
397,4.19151,1,2
398,4.15286,0,2
399,4.14524,2,2
400,4.16777,1,2
401,4.16728,0,2
402,4.17083,2,2
403,4.17797,1,2
404,4.15587,0,2
405,4.21016,2,2
406,4.1273,1,2
407,4.15626,0,2
408,4.19049,2,2
409,4.16229,1,2
410,4.15692,0,2
411,4.16625,2,2
412,4.17751,1,2
413,4.15504,0,2
414,4.1703,2,2
415,4.19083,1,2
416,4.13496,0,2
417,4.16705,2,2
418,4.18146,1,2
419,4.15573,0,2
420,4.16879,2,2
421,4.1857,1,2
422,4.14888,0,2
423,4.18122,2,2
424,4.16238,1,2
425,4.15425,0,2
426,4.16815,2,2
427,4.18916,1,2
428,4.14523,0,2
429,4.15601,2,2
430,4.16772,1,2
431,4.18006,0,2
432,4.16609,2,2
433,4.16346,1,2
434,4.1601,0,2
435,4.1702,2,2
436,4.16207,1,2
437,4.16537,0,2
438,4.17737,2,2
439,4.19455,1,2
440,4.12651,0,2
441,4.18004,2,2
442,4.15551,1,2
443,4.17684,0,2
444,4.1627,2,2
445,4.17563,1,2
446,4.15503,0,2
447,4.16294,2,2
448,4.16418,1,2
449,4.17367,0,2
450,4.16874,2,2
451,4.16838,1,2
452,4.16074,0,2
453,4.16643,2,2
454,4.16339,1,2
455,4.17038,0,2
456,4.17816,2,2
457,4.19693,1,2
458,4.14391,0,2
459,4.15018,2,2
460,4.16634,1,2
461,4.1699,0,2
462,4.18086,2,2
463,4.18339,1,2
464,4.17718,0,2
465,4.12835,2,2
466,4.19984,1,2
467,4.13952,0,2
468,4.20097,2,2
469,4.19363,1,2
470,4.14511,0,2
471,4.16178,2,2
472,4.12924,1,2
473,4.16747,0,2
474,4.17822,2,2
475,4.16282,1,2
476,4.15787,0,2
477,4.16969,2,2
478,4.16457,1,2
479,4.1735,0,2
480,4.17637,2,2
481,4.15933,1,2
482,4.16949,0,2
483,4.16254,2,2
484,4.18502,1,2
485,4.15522,0,2
486,4.15472,2,2
487,4.16131,1,2
488,4.16587,0,2
489,4.16856,2,2
490,4.17415,1,2
491,4.16348,0,2
492,4.16182,2,2
493,4.17579,1,2
494,4.15143,0,2
495,4.17004,2,2
496,4.1669,1,2
497,4.16926,0,2
498,4.17489,2,2
499,4.17657,1,2
500,4.14813,0,2
501,4.18669,2,2
502,4.14554,1,2
503,4.1706,0,2
504,4.22504,2,2
505,4.14282,1,2
506,4.12634,0,2
507,4.19538,2,2
508,4.17315,1,2
509,4.15936,0,2
510,4.14266,2,2
511,4.19913,1,2
512,4.14649,0,2
513,4.20283,2,2
514,4.11794,1,2
515,4.19987,0,2
516,4.14434,2,2
517,4.17356,1,2
518,4.15224,0,2
519,4.16622,2,2
520,4.18266,1,2
521,4.14889,0,2
522,4.17623,2,2
523,4.17751,1,2
524,4.23469,0,2
525,4.08786,2,2
526,4.16623,1,2
527,4.16802,0,2
528,4.17548,2,2
529,4.15924,1,2
530,4.1618,0,2
531,4.17093,2,2
532,4.16326,1,2
533,4.16327,0,2
534,4.17256,2,2
535,4.1688,1,2
536,4.15642,0,2
537,4.17279,2,2
538,4.22624,1,2
539,4.10795,0,2
540,4.1824,2,2
541,4.15295,1,2
542,4.16658,0,2
543,4.17319,2,2
544,4.16123,1,2
545,4.23031,0,2
546,4.14469,2,2
547,4.13281,1,2
548,4.15939,0,2
549,4.16575,2,2
550,4.1744,1,2
551,4.16307,0,2
552,4.16741,2,2
553,4.22246,1,2
554,4.10837,0,2
555,4.17958,2,2
556,4.15612,1,2
557,4.17568,0,2
558,4.18143,2,2
559,4.14895,1,2
560,4.21548,0,2
561,4.10764,2,2
562,4.16593,1,2
563,4.18225,0,2
564,4.18482,2,2
565,4.1697,1,2
566,4.138,0,2
567,4.16348,2,2
568,4.16634,1,2
569,4.15886,0,2
570,4.20543,2,2
571,4.17633,1,2
572,4.12545,0,2
573,4.17378,2,2
574,4.18431,1,2
575,5.82476,0,2
576,2.48431,2,2
577,4.19427,1,2
578,4.13768,0,2
579,4.16932,2,2
580,4.17204,1,2
581,4.16386,0,2
582,4.16403,2,2
583,4.16952,1,2
584,4.16902,0,2
585,4.16464,2,2
586,4.16618,1,2
587,4.16658,0,2
588,4.16925,2,2
589,4.17665,1,2
590,4.20211,0,2
591,4.13458,2,2
592,4.15237,1,2
593,4.1737,0,2
594,4.16601,2,2
595,4.15807,1,2
596,4.16711,0,2
597,4.16386,2,2
598,4.17172,1,2
599,4.16531,0,2
600,4.173,2,2
601,4.16439,1,2
602,4.16033,0,2
603,4.17779,2,2
604,4.24381,1,2
605,4.15766,0,2
606,4.15486,2,2
607,4.1675,1,2
608,4.17556,0,2
609,4.14608,2,2
610,4.14784,1,2
611,4.1417,0,2
612,4.18979,2,2
613,4.16562,1,2
614,4.16303,0,2
615,4.14089,2,2
616,4.17009,1,2
617,4.20225,0,2
618,4.12986,2,2
619,4.17288,1,2
620,4.16486,0,2
621,4.16364,2,2
622,4.22032,1,2
623,4.11738,0,2
624,4.16365,2,2
625,4.1607,1,2
626,4.17281,0,2
627,4.16244,2,2
628,4.16227,1,2
629,4.16682,0,2
630,4.17691,2,2
631,4.16207,1,2
632,4.1665,0,2
633,4.16805,2,2
634,4.186,1,2
635,4.16676,0,2
636,4.18264,2,2
637,4.16305,1,2
638,4.13881,0,2
639,4.17349,2,2
640,4.15697,1,2
641,4.16625,0,2
642,4.17913,2,2
643,4.16692,1,2
644,4.14747,0,2
645,4.16756,2,2
646,4.17071,1,2
647,4.17396,0,2
648,4.16747,2,2
649,4.19636,1,2
650,4.14052,0,2
651,4.17179,2,2
652,4.18052,1,2
653,4.15445,0,2
654,4.16044,2,2
655,4.17874,1,2
656,4.15045,0,2
657,4.16133,2,2
658,4.16808,1,2
659,4.17072,0,2
660,4.17041,2,2
661,4.1717,1,2
662,4.15749,0,2
663,4.17774,2,2
664,4.17152,1,2
665,4.14965,0,2
666,4.17201,2,2
667,4.16395,1,2
668,4.16386,0,2
669,4.16427,2,2
670,4.22463,1,2
671,4.11841,0,2
672,4.16054,2,2
673,4.16709,1,2
674,4.17264,0,2
675,4.15954,2,2
676,4.16409,1,2
677,4.17427,0,2
678,4.18527,2,2
679,4.15913,1,2
680,4.15904,0,2
681,4.15962,2,2
682,4.16826,1,2
683,4.16861,0,2
684,4.17062,2,2
685,4.16992,1,2
686,4.18874,0,2
687,4.12974,2,2
688,4.19027,1,2
689,4.14747,0,2
690,4.1719,2,2
691,4.17776,1,2
692,4.1505,0,2
693,4.16666,2,2
694,4.16467,1,2
695,4.16512,0,2
696,4.17938,2,2
697,4.1611,1,2
698,4.16332,0,2
699,4.18357,2,2
700,4.14789,1,2
701,4.17149,0,2
702,4.21014,2,2
703,4.1271,1,2
704,4.17598,0,2
705,4.15047,2,2
706,4.1649,1,2
707,4.17002,0,2
708,4.18051,2,2
709,4.15722,1,2
710,4.16162,0,2
711,4.17176,2,2
712,4.16368,1,2
713,4.1672,0,2
714,4.18203,2,2
715,4.1549,1,2
716,4.17235,0,2
717,4.16489,2,2
718,4.16252,1,2
719,4.16659,0,2
720,4.17844,2,2
721,4.16031,1,2
722,4.16029,0,2
723,4.16919,2,2
724,4.18058,1,2
725,4.16081,0,2
726,4.16632,2,2
727,4.17252,1,2
728,4.21723,0,2
729,4.10435,2,2
730,4.22721,1,2
731,4.10694,0,2
732,4.16302,2,2
733,4.17111,1,2
734,4.15977,0,2
735,4.16991,2,2
736,4.16828,1,2
737,4.18084,0,2
738,4.15451,2,2
739,4.17929,1,2
740,5.54452,0,2
741,2.78141,2,2
742,4.16372,1,2
743,4.17638,0,2
744,4.16851,2,2
745,4.16268,1,2
746,4.15881,0,2
747,4.18454,2,2
748,4.22134,1,2
749,4.07904,0,2
750,4.18428,2,2
751,4.16966,1,2
752,4.15975,0,2
753,4.17113,2,2
754,4.14901,1,2
755,4.16149,0,2
756,4.23516,2,2
757,4.13304,1,2
758,4.13531,0,2
759,4.1979,2,2
760,4.20455,1,2
761,4.10257,0,2
762,4.17308,2,2
763,4.18018,1,2
764,4.16075,0,2
765,4.17264,2,2
766,4.15726,1,2
767,4.18297,0,2
768,4.1702,2,2
769,4.15403,1,2
770,4.16316,0,2
771,4.23323,2,2
772,4.10024,1,2
773,4.1638,0,2
774,4.18548,2,2
775,4.14775,1,2
776,4.17341,0,2
777,4.1732,2,2
778,4.16233,1,2
779,4.17142,0,2
780,4.23457,2,2
781,4.10582,1,2
782,4.17179,0,2
783,4.18823,2,2
784,4.15922,1,2
785,4.22419,0,2
786,4.12668,2,2
787,4.12702,1,2
788,4.16625,0,2
789,4.15792,2,2
790,4.16057,1,2
791,4.23379,0,2
792,4.11603,2,2
793,4.16023,1,2
794,4.2457,0,2
795,4.13517,2,2
796,4.17371,1,2
797,4.21547,0,2
798,4.08718,2,2
799,4.13729,1,2
800,4.21259,0,2
801,4.1668,2,2
802,4.10621,1,2
803,4.19927,0,2
804,4.16589,2,2
805,4.15775,1,2
806,4.16731,0,2
807,4.16111,2,2
808,4.22551,1,2
809,4.15314,0,2
810,4.16613,2,2
811,4.12845,1,2
812,4.16264,0,2
813,4.16943,2,2
814,4.16829,1,2
815,4.21473,0,2
816,4.15606,2,2
817,4.13745,1,2
818,4.16247,0,2
819,4.18021,2,2
820,4.22142,1,2
821,4.1095,0,2
822,4.21491,2,2
823,4.11297,1,2
824,4.16066,0,2
825,4.16482,2,2
826,4.16706,1,2
827,4.17438,0,2
828,4.18222,2,2
829,4.15515,1,2
830,4.17063,0,2
831,4.15049,2,2
832,4.16509,1,2
833,4.16682,0,2
834,4.17505,2,2
835,4.1784,1,2
836,4.16066,0,2
837,4.15766,2,2
838,4.2327,1,2
839,4.10522,0,2
840,4.17008,2,2
841,4.16162,1,2
842,4.16969,0,2
843,4.17781,2,2
844,4.17653,1,2
845,4.14997,0,2
846,4.17141,2,2
847,4.15223,1,2
848,4.17286,0,2
849,4.21408,2,2
850,4.1185,1,2
851,4.17623,0,2
852,4.17149,2,2
853,4.15555,1,2
854,4.16271,0,2
855,4.17131,2,2
856,4.21951,1,2
857,4.18407,0,2
858,4.12751,2,2
859,4.13381,1,2
860,4.16308,0,2
861,4.34156,2,2
862,3.99898,1,2
863,4.18836,0,2
864,4.1512,2,2
865,4.16861,1,2
866,4.16156,0,2
867,4.16749,2,2
868,4.16634,1,2
869,4.2001,0,2
870,4.17303,2,2
871,4.15304,1,2
872,4.17272,0,2
873,4.17481,2,2
874,4.15143,1,2
875,4.17763,0,2
876,4.17105,2,2
877,4.16622,1,2
878,4.15567,0,2
879,4.21698,2,2
880,4.15281,1,2
881,4.12351,0,2
882,4.13732,2,2
883,4.21467,1,2
884,4.1519,0,2
885,4.13114,2,2
886,4.20205,1,2
887,4.18761,0,2
888,4.1695,2,2
889,4.15217,1,2
890,4.18489,0,2
891,4.14638,2,2
892,4.21354,1,2
893,4.08458,0,2
894,4.20229,2,2
895,4.17265,1,2
896,4.14281,0,2
897,4.15959,2,2
898,4.25387,1,2
899,4.08508,0,2
900,4.16502,2,2
901,4.15779,1,2
902,4.16593,0,2
903,4.17862,2,2
904,4.17224,1,2
905,4.23486,0,2
906,4.09802,2,2
907,4.15604,1,2
908,4.184,0,2
909,4.15618,2,2
910,4.17304,1,2
911,4.19522,0,2
912,4.12916,2,2
913,4.15794,1,2
914,4.25297,0,2
915,4.08234,2,2
916,5.83823,1,2
917,2.5164,0,2
918,4.15551,2,2
919,4.15039,1,2
920,4.21217,0,2
921,4.11875,2,2
922,4.161,1,2
923,4.21525,0,2
924,4.14578,2,2
925,4.15459,1,2
926,4.15841,0,2
927,4.17523,2,2
928,4.16483,1,2
929,4.16865,0,2
930,4.17295,2,2
931,4.16279,1,2
932,4.17102,0,2
933,4.23873,2,2
934,4.09082,1,2
935,4.20464,0,2
936,4.14359,2,2
937,4.147,1,2
938,4.16805,0,2
939,4.24839,2,2
940,4.14532,1,2
941,4.11615,0,2
942,4.16891,2,2
943,4.21237,1,2
944,4.11703,0,2
945,4.1602,2,2
946,4.20855,1,2
947,4.16756,0,2
948,4.14442,2,2
949,4.16074,1,2
950,4.15621,0,2
951,4.17565,2,2
952,4.15621,1,2
953,4.18591,0,2
954,4.15113,2,2
955,4.19449,1,2
956,4.13754,0,2
957,4.16968,2,2
958,4.28517,1,2
959,4.11934,0,2
960,4.08422,2,2
961,4.15915,1,2
962,4.16744,0,2
963,4.19313,2,2
964,4.16612,1,2
965,4.16445,0,2
966,4.16216,2,2
967,4.1668,1,2
968,4.16081,0,2
969,4.17796,2,2
970,4.16283,1,2
971,4.17178,0,2
972,4.16751,2,2
973,4.16909,1,2
974,4.14737,0,2
975,4.18692,2,2
976,4.21911,1,2
977,4.1054,0,2
978,4.20396,2,2
979,4.17415,1,2
980,4.23946,0,2
981,4.08312,2,2
982,4.19764,1,2
983,4.29692,0,2
984,4.01591,2,2
985,4.16636,1,2
986,4.27611,0,2
987,4.02638,2,2
988,4.31518,1,2
989,4.17851,0,2
990,4.03031,2,2
991,4.15024,1,2
992,4.30436,0,2
993,4.03197,2,2
994,4.17367,1,2
995,4.24692,0,2
996,4.08768,2,2
997,4.16619,1,2
998,4.22637,0,2
999,4.1006,2,2
1000,4.17371,1,2
1001,4.21654,0,2
1002,4.17629,2,2
1003,4.10841,1,2
1004,4.20404,0,2
1005,4.12758,2,2
1006,4.16483,1,2
1007,4.24497,0,2
1008,4.10304,2,2
1009,4.15823,1,2
1010,4.24436,0,2
1011,4.24508,2,2
1012,3.99918,1,2
1013,4.20992,0,2
1014,4.21345,2,2
1015,4.09074,1,2
1016,4.19334,0,2
1017,4.20226,2,2
1018,4.09388,1,2
1019,4.32047,0,2
1020,4.07017,2,2
1021,4.11181,1,2
1022,4.23494,0,2
1023,4.107,2,2
1024,4.15586,1,2
1025,4.31657,0,2
1026,4.06711,2,2
1027,4.11538,1,2
1028,4.18345,0,2
1029,4.22496,2,2
1030,4.09288,1,2
1031,4.27628,0,2
1032,4.13683,2,2
1033,4.0911,1,2
1034,4.17192,0,2
1035,4.20724,2,2
1036,4.27646,1,2
1037,4.01261,0,2
1038,4.22354,2,2
1039,4.22641,1,2
1040,4.05376,0,2
1041,4.19739,2,2
1042,4.29381,1,2
1043,4.11993,0,2
1044,4.046,2,2
1045,4.18114,1,2
1046,4.14564,0,2
1047,4.18261,2,2
1048,4.14651,1,2
1049,4.23317,0,2
1050,4.16826,2,2
1051,4.08006,1,2
1052,4.1814,0,2
1053,4.24614,2,2
1054,4.0858,1,2
1055,4.17919,0,2
1056,4.1603,2,2
1057,4.15852,1,2
1058,4.17844,0,2
1059,4.28743,2,2
1060,4.04032,1,2
1061,4.2394,0,2
1062,4.17235,2,2
1063,4.08749,1,2
1064,4.16037,0,2
1065,4.24896,2,2
1066,4.08476,1,2
1067,4.24165,0,2
1068,4.1071,2,2
1069,4.15217,1,2
1070,4.18445,0,2
1071,4.17843,2,2
1072,4.14729,1,2
1073,4.15046,0,2
1074,4.25076,2,2
1075,4.0912,1,2
1076,4.16371,0,2
1077,4.20639,2,2
1078,4.14711,1,2
1079,4.15649,0,2
1080,5.6731,2,2
1081,2.65483,1,2
1082,4.16796,0,2
1083,4.17722,2,2
1084,4.20449,1,2
1085,4.21847,0,2
1086,4.07204,2,2
1087,4.16695,1,2
1088,4.17359,0,2
1089,4.1681,2,2
1090,4.21518,1,2
1091,4.12008,0,2
1092,4.17046,2,2
1093,4.14326,1,2
1094,4.19436,0,2
1095,4.16021,2,2
1096,4.23228,1,2
1097,4.09277,0,2
1098,4.1781,2,2
1099,4.15393,1,2
1100,4.22371,0,2
1101,4.1095,2,2
1102,4.17216,1,2
1103,4.2576,0,2
1104,4.07598,2,2
1105,4.16421,1,2
1106,4.21316,0,2
1107,4.12509,2,2
1108,4.17939,1,2
1109,4.1797,0,2
1110,4.1462,2,2
1111,4.1638,1,2
1112,4.21986,0,2
1113,4.12311,2,2
1114,4.14651,1,2
1115,4.31651,0,2
1116,4.15702,2,2
1117,4.05467,1,2
1118,4.20834,0,2
1119,4.17997,2,2
1120,4.11319,1,2
1121,4.3192,0,2
1122,4.07448,2,2
1123,4.10187,1,2
1124,4.27757,0,2
1125,4.1514,2,2
1126,4.06241,1,2
1127,4.28298,0,2
1128,4.07898,2,2
1129,4.18512,1,2
1130,4.2525,0,2
1131,4.13552,2,2
1132,4.23678,1,2
1133,4.05204,0,2
1134,4.12728,2,2
1135,4.20157,1,2
1136,4.25333,0,2
1137,4.04371,2,2
1138,4.20578,1,2
1139,4.28948,0,2
1140,4.02276,2,2
1141,4.16962,1,2
1142,4.22154,0,2
1143,4.09666,2,2
1144,4.33723,1,2
1145,4.20414,0,2
1146,3.96171,2,2
1147,4.2433,1,2
1148,4.2779,0,2
1149,3.95338,2,2
1150,4.22706,1,2
1151,4.21393,0,2
1152,4.05335,2,2
1153,4.22874,1,2
1154,4.09303,0,2
1155,4.17975,2,2
1156,4.28634,1,2
1157,4.11535,0,2
1158,4.09813,2,2
1159,4.22142,1,2
1160,4.11276,0,2
1161,4.17167,2,2
1162,4.16752,1,2
1163,4.15543,0,2
1164,4.17982,2,2
1165,4.16958,1,2
1166,4.15689,0,2
1167,4.16595,2,2
1168,4.16759,1,2
1169,4.29918,0,2
1170,4.04938,2,2
1171,4.15123,1,2
1172,4.20835,0,2
1173,4.14001,2,2
1174,4.2156,1,2
1175,4.18527,0,2
1176,4.10216,2,2
1177,4.15165,1,2
1178,4.19158,0,2
1179,4.13624,2,2
1180,4.16965,1,2
1181,4.17249,0,2
1182,4.16423,2,2
1183,4.25104,1,2
1184,4.07978,0,2
1185,4.1686,2,2
1186,4.22751,1,2
1187,4.112,0,2
1188,4.17203,2,2
1189,4.21627,1,2
1190,4.11278,0,2
1191,4.18122,2,2
1192,4.21793,1,2
1193,4.19642,0,2
1194,4.0912,2,2
1195,4.15677,1,2
1196,4.2443,0,2
1197,4.13782,2,2
1198,4.28955,1,2
1199,3.9927,0,2
1200,4.16628,2,2
1201,4.20642,1,2
1202,4.19708,0,2
1203,4.08979,2,2
1204,4.17289,1,2
1205,4.17097,0,2
1206,4.17512,2,2
1207,4.15818,1,2
1208,4.15907,0,2
1209,4.23029,2,2
1210,4.09935,1,2
1211,4.25795,0,2
1212,4.09834,2,2
1213,4.13648,1,2
1214,4.23387,0,2
1215,4.09667,2,2
1216,4.23016,1,2
1217,4.1941,0,2
1218,4.09178,2,2
1219,4.16213,1,2
1220,4.16373,0,2
1221,4.16521,2,2
1222,4.17393,1,2
1223,4.23531,0,2
1224,4.08496,2,2
1225,4.18957,1,2
1226,4.27385,0,2
1227,4.08655,2,2
1228,4.19027,1,2
1229,4.10758,0,2
1230,4.21404,2,2
1231,4.1173,1,2
1232,4.21152,0,2
1233,4.20694,2,2
1234,4.14734,1,2
1235,4.24854,0,2
1236,4.01649,2,2
1237,4.16236,1,2
1238,4.28815,0,2
1239,4.13501,2,2
1240,4.17148,1,2
1241,4.20611,0,2
1242,4.0346,2,2
1243,4.19456,1,2
1244,4.14494,0,2
1245,4.21003,2,2
1246,4.17395,1,2
