FrameNumber,FrametimeMs,ImageIndex,PresentMode
1247,4.12775,0,2
1248,4.15551,2,2
1249,4.22958,1,2
1250,4.12455,0,2
1251,4.22848,2,2
1252,4.21223,1,2
1253,4.1058,0,2
1254,4.11787,2,2
1255,4.18868,1,2
1256,4.22007,0,2
1257,5.88695,2,2
1258,2.36008,1,2
1259,4.19865,0,2
1260,4.13808,2,2
1261,4.16468,1,2
1262,4.16539,0,2
1263,4.16878,2,2
1264,4.16029,1,2
1265,4.28758,0,2
1266,4.09853,2,2
1267,4.13235,1,2
1268,4.18611,0,2
1269,4.17236,2,2
1270,4.49044,1,2
1271,3.94477,0,2
1272,4.06957,2,2
1273,4.16482,1,2
1274,4.15253,0,2
1275,4.14583,2,2
1276,4.24471,1,2
1277,4.0931,0,2
1278,4.15954,2,2
1279,4.24664,1,2
1280,4.08602,0,2
1281,4.16094,2,2
1282,4.25736,1,2
1283,4.09185,0,2
1284,4.16513,2,2
1285,4.21231,1,2
1286,4.11712,0,2
1287,4.16317,2,2
1288,4.36503,1,2
1289,4.02692,0,2
1290,4.13433,2,2
1291,4.13609,1,2
1292,4.17671,0,2
1293,4.21776,2,2
1294,4.13551,1,2
1295,4.15803,0,2
1296,4.20555,2,2
1297,4.10755,1,2
1298,4.2087,0,2
1299,4.13606,2,2
1300,4.15878,1,2
1301,4.23184,0,2
1302,4.11146,2,2
1303,4.16333,1,2
1304,4.23578,0,2
1305,4.12482,2,2
1306,4.22739,1,2
1307,4.09236,0,2
1308,4.16125,2,2
1309,4.16445,1,2
1310,4.15257,0,2
1311,4.17953,2,2
1312,4.24947,1,2
1313,4.17823,0,2
1314,4.05902,2,2
1315,4.16561,1,2
1316,4.21774,0,2
1317,4.18799,2,2
1318,4.15213,1,2
1319,4.12805,0,2
1320,4.16383,2,2
1321,4.25393,1,2
1322,4.22628,0,2
1323,4.05452,2,2
1324,4.15234,1,2
1325,4.13822,0,2
1326,4.20312,2,2
1327,4.21069,1,2
1328,4.08471,0,2
1329,4.17656,2,2
1330,4.28984,1,2
1331,4.11615,0,2
1332,4.11266,2,2
1333,4.1481,1,2
1334,4.1657,0,2
1335,4.245,2,2
1336,4.11227,1,2
1337,4.13381,0,2
1338,4.21491,2,2
1339,4.13587,1,2
1340,4.23236,0,2
1341,4.12355,2,2
1342,4.12295,1,2
1343,4.18194,0,2
1344,4.17045,2,2
1345,4.1675,1,2
1346,4.22819,0,2
1347,4.09801,2,2
1348,4.33419,1,2
1349,4.08213,0,2
1350,4.11368,2,2
1351,4.16037,1,2
1352,4.25005,0,2
1353,4.06724,2,2
1354,4.23697,1,2
1355,4.20007,0,2
1356,4.15877,2,2
1357,4.05372,1,2
1358,4.18998,0,2
1359,4.23992,2,2
1360,4.15867,1,2
1361,4.17683,0,2
1362,4.11234,2,2
1363,4.21385,1,2
1364,4.08817,0,2
1365,4.27828,2,2
1366,4.05342,1,2
1367,4.1711,0,2
1368,4.17645,2,2
1369,4.17572,1,2
1370,4.22081,0,2
1371,4.25791,2,2
1372,3.9992,1,2
1373,4.28662,0,2
1374,4.05607,2,2
1375,4.16399,1,2
1376,4.16389,0,2
1377,4.23751,2,2
1378,4.20757,1,2
1379,4.13275,0,2
1380,4.10618,2,2
1381,4.15882,1,2
1382,4.14629,0,2
1383,4.18811,2,2
1384,4.22583,1,2
1385,4.18986,0,2
1386,4.12193,2,2
1387,4.11757,1,2
1388,4.22115,0,2
1389,4.10112,2,2
1390,4.1785,1,2
1391,4.26028,0,2
1392,4.07541,2,2
1393,4.1707,1,2
1394,4.15598,0,2
1395,4.23923,2,2
1396,4.27607,1,2
1397,4.1353,0,2
1398,4.01981,2,2
1399,4.19594,1,2
1400,4.24888,0,2
1401,4.08868,2,2
1402,4.14351,1,2
1403,4.22267,0,2
1404,4.12863,2,2
1405,4.17577,1,2
1406,4.22398,0,2
1407,4.08541,2,2
1408,4.37295,1,2
1409,4.04457,0,2
1410,4.08278,2,2
1411,4.16576,1,2
1412,4.18582,0,2
1413,4.22764,2,2
1414,4.16028,1,2
1415,4.12061,0,2
1416,4.15114,2,2
1417,4.16585,1,2
1418,4.21804,0,2
1419,4.11755,2,2
1420,4.2453,1,2
1421,4.14639,0,2
1422,4.08914,2,2
1423,4.1745,1,2
1424,4.1785,0,2
1425,4.21057,2,2
1426,4.19574,1,2
1427,4.17822,0,2
1428,4.08022,2,2
1429,4.15932,1,2
1430,4.31132,0,2
1431,4.0063,2,2
1432,4.23678,1,2
1433,4.09553,0,2
1434,4.17507,2,2
1435,4.25382,1,2
1436,4.08212,0,2
1437,4.22249,2,2
1438,4.19271,1,2
1439,4.17314,0,2
1440,4.08456,2,2
1441,4.17822,1,2
1442,4.20273,0,2
1443,4.12514,2,2
1444,4.30713,1,2
1445,4.03329,0,2
1446,4.17705,2,2
1447,4.16224,1,2
1448,4.28137,0,2
1449,4.09281,2,2
1450,4.22646,1,2
1451,4.10093,0,2
1452,4.1209,2,2
1453,4.15551,1,2
1454,4.2576,0,2
1455,4.09397,2,2
1456,4.15181,1,2
1457,4.17046,0,2
1458,4.17513,2,2
1459,5.63902,1,2
1460,2.72949,0,2
1461,4.13658,2,2
1462,4.14957,1,2
1463,4.23241,0,2
1464,4.10043,2,2
1465,4.16049,1,2
1466,4.16533,0,2
1467,4.19855,2,2
1468,4.24656,1,2
1469,4.07957,0,2
1470,4.15625,2,2
1471,4.16022,1,2
1472,4.1792,0,2
1473,4.17047,2,2
1474,4.22226,1,2
1475,4.11692,0,2
1476,4.18533,2,2
1477,4.13872,1,2
1478,4.23113,0,2
1479,4.12221,2,2
1480,4.14647,1,2
1481,4.30788,0,2
1482,4.01917,2,2
1483,4.16265,1,2
1484,4.1799,0,2
1485,4.26476,2,2
1486,4.13967,1,2
1487,4.12115,0,2
1488,4.13799,2,2
1489,4.17639,1,2
1490,4.25221,0,2
1491,4.15136,2,2
1492,4.15074,1,2
1493,4.1403,0,2
1494,4.2559,2,2
1495,4.03913,1,2
1496,4.16073,0,2
1497,4.17897,2,2
1498,4.29674,1,2
1499,4.09291,0,2
1500,4.11639,2,2
1501,4.14684,1,2
1502,4.25659,0,2
1503,4.21041,2,2
1504,4.14767,1,2
1505,4.14955,0,2
1506,4.07716,2,2
1507,4.15873,1,2
1508,4.21994,0,2
1509,4.20465,2,2
1510,4.10882,1,2
1511,4.14686,0,2
1512,4.21161,2,2
1513,4.14851,1,2
1514,4.13561,0,2
1515,4.17804,2,2
1516,4.29877,1,2
1517,4.08788,0,2
1518,4.10232,2,2
1519,4.25279,1,2
1520,4.08659,0,2
1521,4.25457,2,2
1522,4.12691,1,2
1523,4.22767,0,2
1524,4.04195,2,2
1525,4.16349,1,2
1526,4.20736,0,2
1527,4.20188,2,2
1528,4.18443,1,2
1529,4.09461,0,2
1530,4.15595,2,2
1531,4.18395,1,2
1532,4.24895,0,2
1533,4.13325,2,2
1534,4.17352,1,2
1535,4.13957,0,2
1536,4.12919,2,2
1537,4.17712,1,2
1538,4.15911,0,2
1539,4.21158,2,2
1540,4.1609,1,2
1541,4.14215,0,2
1542,4.16878,2,2
1543,4.15654,1,2
1544,4.21612,0,2
1545,4.15586,2,2
1546,4.19899,1,2
1547,4.12917,0,2
1548,4.14037,2,2
1549,4.16616,1,2
1550,4.20918,0,2
1551,4.1361,2,2
1552,4.19692,1,2
1553,4.16771,0,2
1554,4.11164,2,2
1555,4.1647,1,2
1556,4.22114,0,2
1557,4.15393,2,2
1558,4.19105,1,2
1559,4.09702,0,2
1560,4.15118,2,2
1561,4.21129,1,2
1562,4.19729,0,2
1563,4.10903,2,2
1564,4.22483,1,2
1565,4.15315,0,2
1566,4.13631,2,2
1567,4.23739,1,2
1568,4.12414,0,2
1569,4.15294,2,2
1570,4.16441,1,2
1571,4.20862,0,2
1572,4.10701,2,2
1573,4.20413,1,2
1574,4.33801,0,2
1575,3.96232,2,2
1576,4.23975,1,2
1577,4.16678,0,2
1578,4.08138,2,2
1579,4.17134,1,2
1580,4.27293,0,2
1581,4.03024,2,2
1582,4.30393,1,2
1583,4.05516,0,2
1584,4.1659,2,2
1585,4.16634,1,2
1586,4.27239,0,2
1587,4.06284,2,2
1588,4.23846,1,2
1589,4.15013,0,2
1590,4.12061,2,2
1591,4.18958,1,2
1592,4.20963,0,2
1593,4.10365,2,2
1594,4.24698,1,2
1595,4.07852,0,2
1596,4.24279,2,2
1597,4.08945,1,2
1598,5.94566,0,2
1599,2.40048,2,2
1600,4.35183,1,2
1601,4.00919,0,2
1602,4.15909,2,2
1603,4.16228,1,2
1604,4.137,0,2
1605,4.26005,2,2
1606,4.14939,1,2
1607,4.16054,0,2
1608,4.09103,2,2
1609,4.22737,1,2
1610,4.11343,0,2
1611,4.25003,2,2
1612,4.39793,1,2
1613,3.9645,0,2
1614,4.13172,2,2
1615,4.15986,1,2
1616,4.11476,0,2
1617,4.16643,2,2
1618,4.24404,1,2
1619,4.13492,0,2
1620,4.10228,2,2
1621,4.16556,1,2
1622,4.22644,0,2
1623,4.13028,2,2
1624,4.18592,1,2
1625,4.20636,0,2
1626,4.10672,2,2
1627,4.1946,1,2
1628,4.12034,0,2
1629,4.18398,2,2
1630,4.17069,1,2
1631,4.15068,0,2
1632,4.17429,2,2
1633,4.15281,1,2
1634,4.24329,0,2
1635,4.18413,2,2
1636,4.17306,1,2
1637,4.15824,0,2
1638,4.08983,2,2
1639,4.1903,1,2
1640,4.20574,0,2
1641,4.16068,2,2
1642,4.15702,1,2
1643,4.12433,0,2
1644,4.15166,2,2
1645,4.16375,1,2
1646,4.23991,0,2
1647,4.09345,2,2
1648,4.26491,1,2
1649,4.16892,0,2
1650,4.08679,2,2
1651,4.16386,1,2
1652,4.15005,0,2
1653,4.18033,2,2
1654,4.22665,1,2
1655,4.10378,0,2
1656,4.15223,2,2
1657,4.20427,1,2
1658,4.14285,0,2
1659,4.14198,2,2
1660,4.26441,1,2
1661,4.16204,0,2
1662,4.09902,2,2
1663,4.1766,1,2
1664,4.22648,0,2
1665,4.16872,2,2
1666,4.12089,1,2
1667,4.17052,0,2
1668,4.12765,2,2
1669,4.22795,1,2
1670,4.18461,0,2
1671,4.14528,2,2
1672,4.18846,1,2
1673,4.18516,0,2
1674,4.15211,2,2
1675,4.14135,1,2
1676,4.14705,0,2
1677,4.13161,2,2
1678,4.18083,1,2
1679,4.22689,0,2
1680,4.08466,2,2
1681,4.24882,1,2
1682,4.17414,0,2
1683,4.17626,2,2
1684,4.17112,1,2
1685,4.21525,0,2
1686,4.02163,2,2
1687,4.16289,1,2
1688,4.23993,0,2
1689,4.1699,2,2
1690,4.18301,1,2
1691,4.1554,0,2
1692,4.10066,2,2
1693,4.17381,1,2
1694,4.24478,0,2
1695,4.16041,2,2
1696,4.08366,1,2
1697,4.25454,0,2
1698,4.0877,2,2
1699,4.16161,1,2
1700,4.24472,0,2
1701,4.13478,2,2
1702,4.15529,1,2
1703,4.15526,0,2
1704,4.17687,2,2
1705,4.16842,1,2
1706,4.23396,0,2
1707,4.14046,2,2
1708,4.19573,1,2
1709,4.13983,0,2
1710,4.09463,2,2
1711,4.14767,1,2
1712,4.2202,0,2
1713,4.19162,2,2
1714,4.21949,1,2
1715,4.11024,0,2
1716,4.10154,2,2
1717,4.18224,1,2
1718,4.20386,0,2
1719,4.17159,2,2
1720,4.30511,1,2
1721,4.04935,0,2
1722,4.09318,2,2
1723,4.24055,1,2
1724,4.15691,0,2
1725,4.16662,2,2
1726,4.18235,1,2
1727,4.14054,0,2
1728,4.11289,2,2
1729,4.20611,1,2
1730,4.18141,0,2
1731,4.18037,2,2
1732,4.17266,1,2
1733,4.18436,0,2
1734,4.07762,2,2
1735,4.1958,1,2
1736,4.18985,0,2
1737,4.16782,2,2
1738,4.17882,1,2
1739,4.15638,0,2
1740,4.11992,2,2
1741,4.18768,1,2
1742,4.19414,0,2
1743,4.15522,2,2
1744,4.19379,1,2
1745,4.09635,0,2
1746,4.17009,2,2
1747,4.19743,1,2
1748,4.20712,0,2
1749,4.15274,2,2
1750,4.14708,1,2
1751,4.21814,0,2
1752,4.046,2,2
1753,4.21138,1,2
1754,4.20511,0,2
1755,4.15782,2,2
1756,4.17672,1,2
1757,4.14589,0,2
1758,4.19077,2,2
1759,4.14654,1,2
1760,4.17142,0,2
1761,4.18753,2,2
1762,4.16454,1,2
1763,4.19356,0,2
1764,4.07972,2,2
1765,4.1969,1,2
1766,4.14693,0,2
1767,4.20986,2,2
1768,4.24524,1,2
1769,4.10939,0,2
1770,4.07262,2,2
1771,4.18795,1,2
1772,4.24122,0,2
1773,4.13507,2,2
1774,4.12448,1,2
1775,4.21694,0,2
1776,4.12156,2,2
1777,4.19755,1,2
1778,4.14645,0,2
1779,4.21165,2,2
1780,4.15476,1,2
1781,4.16659,0,2
1782,4.12461,2,2
1783,4.20026,1,2
1784,4.17785,0,2
1785,4.18336,2,2
1786,4.16988,1,2
1787,4.23255,0,2
1788,4.02392,2,2
1789,4.2436,1,2
1790,4.16694,0,2
1791,4.15959,2,2
1792,4.23995,1,2
1793,4.05389,0,2
1794,4.16013,2,2
1795,4.2295,1,2
1796,4.17118,0,2
1797,4.20191,2,2
1798,4.09617,1,2
1799,4.13371,0,2
1800,4.15346,2,2
1801,4.21868,1,2
1802,4.20137,0,2
1803,4.13095,2,2
1804,4.222,1,2
1805,4.15236,0,2
1806,4.08272,2,2
1807,4.29048,1,2
1808,4.03253,0,2
1809,4.30794,2,2
1810,4.07424,1,2
1811,4.1584,0,2
1812,4.12248,2,2
1813,4.23678,1,2
1814,4.18641,0,2
1815,4.16673,2,2
1816,4.09651,1,2
1817,4.20992,0,2
1818,4.16008,2,2
1819,4.14905,1,2
1820,4.15461,0,2
1821,4.23288,2,2
1822,4.15991,1,2
1823,4.11085,0,2
1824,4.15231,2,2
1825,4.21943,1,2
1826,4.29606,0,2
1827,3.99832,2,2
1828,4.23106,1,2
1829,4.15036,0,2
1830,4.11753,2,2
1831,4.17976,1,2
1832,4.21788,0,2
1833,4.19221,2,2
1834,4.11659,1,2
1835,4.16096,0,2
1836,4.11261,2,2
1837,4.24182,1,2
1838,4.17475,0,2
1839,4.09907,2,2
1840,4.26114,1,2
1841,4.14205,0,2
1842,4.08147,2,2
1843,4.23387,1,2
1844,4.16341,0,2
1845,4.20952,2,2
1846,4.1177,1,2
1847,4.2421,0,2
1848,4.05097,2,2
1849,4.17532,1,2
1850,4.23937,0,2
1851,4.19032,2,2
1852,4.12464,1,2
1853,4.21928,0,2
1854,4.07397,2,2
1855,4.17781,1,2
1856,4.17135,0,2
1857,4.26675,2,2
1858,4.13612,1,2
1859,4.04832,0,2
1860,4.16253,2,2
1861,4.22801,1,2
1862,4.16754,0,2
1863,4.13276,2,2
1864,4.17874,1,2
1865,4.12869,0,2
1866,4.22354,2,2
1867,4.16497,1,2
1868,4.1908,0,2
1869,4.1187,2,2
1870,4.23406,1,2
1871,4.14342,0,2
1872,4.11506,2,2
1873,4.24002,1,2
1874,4.15046,0,2
1875,4.1843,2,2
1876,4.12748,1,2
1877,4.19383,0,2
1878,4.09018,2,2
1879,4.20312,1,2
1880,4.22911,0,2
1881,4.12854,2,2
1882,4.21371,1,2
1883,4.05697,0,2
1884,4.18227,2,2
1885,4.21918,1,2
1886,4.158,0,2
1887,4.18769,2,2
1888,4.17496,1,2
1889,4.14332,0,2
1890,4.10669,2,2
1891,4.2069,1,2
1892,4.21231,0,2
1893,4.12449,2,2
1894,4.2066,1,2
1895,4.11689,0,2
1896,4.15125,2,2
1897,4.19894,1,2
1898,4.249,0,2
1899,4.12691,2,2
1900,4.08334,1,2
1901,4.22518,0,2
1902,4.12404,2,2
1903,4.16652,1,2
1904,4.14611,0,2
1905,4.27934,2,2
1906,4.05835,1,2
1907,4.17947,0,2
1908,4.1474,2,2
1909,4.17754,1,2
1910,4.20565,0,2
1911,4.16218,2,2
1912,4.19542,1,2
1913,4.13436,0,2
1914,4.16278,2,2
1915,4.16967,1,2
1916,4.18369,0,2
1917,4.15762,2,2
1918,4.17396,1,2
1919,4.16475,0,2
1920,4.09677,2,2
1921,4.20233,1,2
1922,4.2098,0,2
1923,4.19757,2,2
1924,4.15259,1,2
1925,4.08424,0,2
1926,4.19346,2,2
1927,4.17888,1,2
1928,4.19737,0,2
1929,4.14896,2,2
1930,4.16408,1,2
1931,4.15852,0,2
1932,4.13822,2,2
1933,4.21325,1,2
1934,4.11365,0,2
1935,4.20048,2,2
1936,4.19796,1,2
1937,4.15572,0,2
1938,4.12788,2,2
1939,5.84414,1,2
1940,2.52479,0,2
1941,4.17986,2,2
1942,4.09632,1,2
1943,4.18798,0,2
1944,4.19295,2,2
1945,4.18954,1,2
1946,4.18001,0,2
1947,4.14211,2,2
1948,4.19377,1,2
1949,4.15063,0,2
1950,4.09496,2,2
1951,4.2315,1,2
1952,4.15509,0,2
1953,4.21958,2,2
1954,4.11817,1,2
1955,4.15307,0,2
1956,4.14452,2,2
1957,4.20125,1,2
1958,4.17739,0,2
1959,4.16898,2,2
1960,4.22286,1,2
1961,4.12412,0,2
1962,4.14106,2,2
1963,4.16406,1,2
1964,4.16418,0,2
1965,4.20691,2,2
1966,4.13987,1,2
1967,4.18303,0,2
1968,4.08932,2,2
1969,4.20301,1,2
1970,4.22702,0,2
1971,4.13752,2,2
1972,4.2434,1,2
1973,4.09324,0,2
1974,4.11847,2,2
1975,4.25977,1,2
1976,4.11909,0,2
1977,4.10421,2,2
1978,4.23926,1,2
1979,4.08529,0,2
1980,4.18453,2,2
1981,4.20388,1,2
1982,4.18737,0,2
1983,4.15705,2,2
1984,4.19612,1,2
1985,4.14472,0,2
1986,4.12963,2,2
1987,4.18885,1,2
1988,4.2341,0,2
1989,4.07096,2,2
1990,4.20922,1,2
1991,4.19783,0,2
1992,4.08772,2,2
1993,4.25137,1,2
1994,4.13218,0,2
1995,4.26307,2,2
1996,4.07187,1,2
1997,4.16572,0,2
1998,4.12787,2,2
1999,4.19292,1,2
2000,4.20584,0,2
2001,4.12699,2,2
2002,4.20834,1,2
2003,4.12863,0,2
2004,4.17392,2,2
2005,4.13145,1,2
2006,4.17727,0,2
2007,4.18041,2,2
2008,4.19086,1,2
2009,4.09187,0,2
2010,4.16799,2,2
2011,4.27157,1,2
2012,4.11649,0,2
2013,4.21042,2,2
2014,4.07134,1,2
2015,4.26018,0,2
2016,4.10257,2,2
2017,4.17201,1,2
2018,4.14648,0,2
2019,4.27109,2,2
2020,4.10038,1,2
2021,4.23715,0,2
2022,4.04371,2,2
2023,4.21732,1,2
2024,4.19007,0,2
2025,4.14918,2,2
2026,4.20644,1,2
2027,4.15902,0,2
2028,4.12793,2,2
2029,4.10966,1,2
2030,4.2257,0,2
2031,4.12832,2,2
2032,4.2509,1,2
2033,4.07198,0,2
2034,4.17424,2,2
2035,4.20172,1,2
2036,4.18361,0,2
2037,4.15504,2,2
2038,4.22137,1,2
2039,4.14679,0,2
2040,4.1079,2,2
2041,4.21188,1,2
2042,4.13444,0,2
2043,4.13511,2,2
2044,4.25881,1,2
2045,4.0723,0,2
2046,4.19302,2,2
2047,4.2134,1,2
2048,4.12035,0,2
2049,4.22499,2,2
2050,4.08826,1,2
2051,4.15264,0,2
2052,4.16711,2,2
2053,4.24259,1,2
2054,4.16128,0,2
2055,4.11804,2,2
2056,4.25206,1,2
2057,4.12385,0,2
2058,4.13062,2,2
2059,4.209,1,2
2060,4.1648,0,2
2061,4.17342,2,2
2062,4.15445,1,2
2063,4.16729,0,2
2064,4.12101,2,2
2065,4.19472,1,2
2066,4.21287,0,2
2067,4.13168,2,2
2068,4.16951,1,2
2069,4.1266,0,2
2070,4.17945,2,2
2071,4.20774,1,2
2072,4.12531,0,2
2073,4.23831,2,2
2074,4.14165,1,2
2075,4.09794,0,2
2076,4.17287,2,2
2077,4.19894,1,2
2078,4.17848,0,2
2079,4.1883,2,2
2080,4.20076,1,2
2081,4.12078,0,2
2082,4.11189,2,2
2083,4.1595,1,2
2084,4.25396,0,2
2085,4.15014,2,2
2086,4.17645,1,2
2087,4.13672,0,2
2088,4.14678,2,2
2089,4.18368,1,2
2090,4.18098,0,2
2091,4.18158,2,2
2092,4.15693,1,2
2093,4.46342,0,2
2094,3.81679,2,2
2095,4.2148,1,2
2096,4.12177,0,2
2097,4.22231,2,2
2098,4.16712,1,2
2099,4.16729,0,2
2100,4.10527,2,2
2101,4.16344,1,2
2102,4.23071,0,2
2103,4.12157,2,2
2104,4.26513,1,2
2105,4.11206,0,2
2106,4.10296,2,2
2107,4.23099,1,2
2108,4.16126,0,2
2109,4.11819,2,2
2110,4.2152,1,2
2111,4.16539,0,2
2112,4.12762,2,2
2113,4.20456,1,2
2114,4.12275,0,2
2115,4.23022,2,2
2116,4.17802,1,2
2117,4.09059,0,2
2118,4.16817,2,2
2119,4.1579,1,2
2120,4.18131,0,2
2121,4.20596,2,2
2122,4.1727,1,2
2123,4.11773,0,2
2124,4.15264,2,2
2125,4.21394,1,2
2126,4.17869,0,2
2127,4.17618,2,2
2128,4.18182,1,2
2129,4.14964,0,2
2130,4.10011,2,2
2131,4.2123,1,2
2132,4.19124,0,2
2133,4.161,2,2
2134,4.16124,1,2
2135,4.10969,0,2
2136,4.1644,2,2
2137,4.22913,1,2
2138,4.11858,0,2
2139,4.14274,2,2
2140,4.24091,1,2
2141,4.10904,0,2
2142,4.23335,2,2
2143,4.1562,1,2
2144,4.11898,0,2
2145,4.23461,2,2
2146,4.2159,1,2
2147,4.10583,0,2
2148,4.16949,2,2
2149,4.16861,1,2
2150,4.16257,0,2
2151,4.20652,2,2
2152,4.1261,1,2
2153,4.19001,0,2
2154,4.07998,2,2
2155,4.22909,1,2
2156,4.15354,0,2
2157,4.17067,2,2
2158,4.19299,1,2
2159,4.08802,0,2
2160,4.17897,2,2
2161,4.1845,1,2
2162,4.20182,0,2
2163,4.17318,2,2
2164,4.11114,1,2
2165,4.14542,0,2
2166,4.19095,2,2
2167,4.19936,1,2
2168,4.18833,0,2
2169,4.1781,2,2
2170,4.14388,1,2
2171,4.17776,0,2
2172,4.10863,2,2
2173,4.19761,1,2
2174,4.18317,0,2
2175,4.17793,2,2
2176,4.16865,1,2
2177,4.08533,0,2
2178,4.20154,2,2
2179,4.21812,1,2
2180,4.16934,0,2
2181,4.13086,2,2
2182,4.19258,1,2
2183,4.11088,0,2
2184,4.17009,2,2
2185,4.21009,1,2
2186,4.17829,0,2
2187,4.16837,2,2
2188,4.14923,1,2
2189,4.17816,0,2
2190,4.1094,2,2
2191,4.21401,1,2
2192,4.19746,0,2
2193,4.08623,2,2
2194,4.22069,1,2
2195,4.16699,0,2
2196,4.12671,2,2
2197,4.21212,1,2
2198,4.16066,0,2
2199,4.18427,2,2
2200,4.15565,1,2
2201,4.1073,0,2
2202,4.18209,2,2
2203,4.20638,1,2
2204,4.18348,0,2
2205,4.15443,2,2
2206,4.1961,1,2
2207,4.08234,0,2
2208,4.17251,2,2
2209,4.25645,1,2
2210,4.11511,0,2
2211,4.16804,2,2
2212,4.16409,1,2
2213,4.20489,0,2
2214,4.09718,2,2
2215,4.22726,1,2
2216,4.16255,0,2
2217,4.14966,2,2
2218,4.24319,1,2
2219,4.09232,0,2
2220,4.12083,2,2
2221,4.23369,1,2
2222,4.1618,0,2
2223,4.13453,2,2
2224,4.18243,1,2
2225,4.12099,0,2
2226,4.1556,2,2
2227,4.2285,1,2
2228,4.11307,0,2
2229,4.21687,2,2
2230,4.22589,1,2
2231,4.11311,0,2
2232,4.10479,2,2
2233,4.22665,1,2
2234,4.11241,0,2
2235,4.28754,2,2
2236,4.11517,1,2
2237,4.15681,0,2
2238,4.09948,2,2
2239,4.21979,1,2
2240,4.19572,0,2
2241,4.15344,2,2
2242,4.17134,1,2
2243,4.09335,0,2
2244,4.16123,2,2
2245,4.2689,1,2
2246,4.08939,0,2
2247,4.22044,2,2
2248,4.15502,1,2
2249,4.15519,0,2
2250,4.15422,2,2
2251,4.20212,1,2
2252,4.15778,0,2
2253,4.1695,2,2
2254,4.16278,1,2
2255,4.19633,0,2
2256,4.09413,2,2
2257,4.19563,1,2
2258,4.12991,0,2
2259,4.2171,2,2
2260,4.19181,1,2
2261,4.09291,0,2
2262,4.18983,2,2
2263,4.19799,1,2
2264,4.16454,0,2
2265,4.16155,2,2
2266,4.17698,1,2
2267,4.16023,0,2
2268,4.14056,2,2
2269,4.17846,1,2
2270,4.17652,0,2
2271,4.18032,2,2
2272,4.16844,1,2
2273,4.11045,0,2
2274,4.17493,2,2
2275,4.20761,1,2
2276,4.19206,0,2
2277,4.14614,2,2
2278,4.16258,1,2
2279,4.1117,0,2
2280,5.86371,2,2
2281,2.50608,1,2
2282,4.13567,0,2
2283,4.25188,2,2
2284,4.13872,1,2
2285,4.10945,0,2
2286,4.16212,2,2
2287,4.20751,1,2
2288,4.18496,0,2
2289,4.15407,2,2
2290,4.18439,1,2
2291,4.15458,0,2
2292,4.12999,2,2
2293,4.14224,1,2
2294,4.23628,0,2
2295,4.15724,2,2
2296,4.12405,1,2
2297,4.20627,0,2
2298,4.12685,2,2
2299,4.24047,1,2
2300,4.13393,0,2
2301,4.16503,2,2
2302,4.171,1,2
2303,4.17425,0,2
2304,4.14131,2,2
2305,4.1766,1,2
2306,4.17755,0,2
2307,4.16411,2,2
2308,4.17618,1,2
2309,4.09883,0,2
2310,4.18908,2,2
2311,4.19858,1,2
2312,4.18559,0,2
2313,4.16052,2,2
2314,4.17848,1,2
2315,4.09508,0,2
2316,4.18564,2,2
2317,4.14212,1,2
2318,4.24176,0,2
2319,4.0984,2,2
2320,4.24308,1,2
2321,4.10533,0,2
2322,4.1774,2,2
2323,4.20752,1,2
2324,4.16285,0,2
2325,4.17183,2,2
2326,4.15434,1,2
2327,4.10586,0,2
2328,4.20014,2,2
2329,4.18149,1,2
2330,4.18044,0,2
2331,4.1781,2,2
2332,4.1527,1,2
2333,4.12351,0,2
2334,4.15575,2,2
2335,4.21157,1,2
2336,4.18271,0,2
2337,4.18067,2,2
2338,4.15728,1,2
2339,4.10816,0,2
2340,4.18043,2,2
2341,4.18852,1,2
2342,4.18922,0,2
2343,4.15814,2,2
2344,4.12834,1,2
2345,4.21695,0,2
2346,4.14024,2,2
2347,4.19455,1,2
2348,4.16266,0,2
2349,4.16199,2,2
2350,4.10631,1,2
2351,4.15519,0,2
2352,4.18413,2,2
2353,4.22194,1,2
2354,4.18064,0,2
2355,4.15687,2,2
2356,4.11084,1,2
2357,4.21975,0,2
2358,4.1279,2,2
2359,4.21185,1,2
2360,4.11455,0,2
2361,4.21606,2,2
2362,4.15924,1,2
2363,4.17367,0,2
2364,4.13275,2,2
2365,4.19144,1,2
2366,4.24236,0,2
2367,4.03232,2,2
2368,4.25308,1,2
2369,4.09182,0,2
2370,4.17933,2,2
2371,4.22627,1,2
2372,4.15218,0,2
2373,4.17032,2,2
2374,4.16492,1,2
2375,4.1048,0,2
2376,4.16725,2,2
2377,4.21111,1,2
2378,4.17677,0,2
2379,4.10871,2,2
2380,4.23175,1,2
2381,4.1629,0,2
2382,4.11246,2,2
2383,4.2299,1,2
2384,4.16417,0,2
2385,4.16289,2,2
2386,4.12746,1,2
2387,4.1373,0,2
2388,4.18947,2,2
2389,4.19181,1,2
2390,4.1787,0,2
2391,4.18439,2,2
2392,4.17948,1,2
2393,4.07921,0,2
2394,4.19075,2,2
2395,4.20402,1,2
2396,4.18711,0,2
2397,4.15601,2,2
2398,4.17493,1,2
2399,4.08787,0,2
2400,4.21161,2,2
2401,4.20944,1,2
2402,4.15697,0,2
2403,4.17768,2,2
2404,4.15242,1,2
2405,4.15492,0,2
2406,4.11557,2,2
2407,4.22222,1,2
2408,4.17674,0,2
2409,4.15718,2,2
2410,4.16722,1,2
2411,4.10107,0,2
